Orthogroup	Aspergillus_eucalypticola	Aspergillus_luchuensis	Aspergillus_neoniger	Aspergillus_niger_ASM285	Aspergillus_niger_CBS101883	Aspergillus_piperis	Aspergillus_tubingensis	Aspergillus_vadensis	Aspergillus_welwitschiae_cbs	Aspergillus_welwitschiae_ccmb663	Aspergillus_welwitschiae_ccmb674	Aspergillus_welwitschiae_ihem	Aspergillus_welwitschiae_imrd1	Aspergillus_welwitschiae_item	Aspergillus_welwitschiae_ocstreb1	Aspergillus_welwitschiae_ref_cbs	Neurospora_crassa
OG0010271		XP_041538662.1	XP_025476480.1	XP_001391299.1			XP_035358932.1		gene_08527.t1	gene_02260.t1	gene_08115.t1	gene_10144.t1	gene_01318.t1	gene_07695.t1	gene_04564.t1		XP_956245.3
OG0010272		XP_041538663.1	XP_025476479.1	XP_001391298.1			XP_035358933.1		gene_08528.t1	gene_02261.t1	gene_08114.t1	gene_10143.t1	gene_01317.t1	gene_07694.t1	gene_04565.t1		XP_956244.1
OG0010273		XP_041538665.1	XP_025476477.1	XP_001391296.1			XP_035358935.1		gene_08530.t1	gene_02264.t1	gene_08112.t1	gene_10141.t1	gene_01315.t1	gene_07692.t1	gene_04567.t1		XP_958926.1
OG0010274		XP_041538812.1	XP_025473836.1	XP_001391122.1				XP_025561267.1	gene_08676.t1	gene_02413.t1	gene_05780.t1	gene_10490.t1	gene_01164.t1	gene_06228.t1	gene_04716.t1	XP_026624115.1	
OG0010275		XP_041538907.1	XP_025475465.1	XP_059602055.1		XP_025520251.1	XP_035360222.1		gene_12103.t1	gene_11370.t1	gene_03791.t1	gene_04920.t1	gene_12226.t1	gene_02927.t1	gene_09273.t1		
OG0010276		XP_041538994.1	XP_025474882.1	XP_059604582.1	XP_025458263.1	XP_025520338.1			gene_11119.t1	gene_06538.t1	gene_03704.t1	gene_04832.t1	gene_01752.t1	gene_10563.t1	gene_09363.t1		
OG0010277		XP_041539092.1		XP_001388508.3	XP_025448498.1		XP_035356033.1		gene_12559.t1	gene_08356.t1	gene_11276.t1	gene_11295.t1	gene_08586.t1	gene_12748.t1	gene_07486.t1	XP_026620055.1	
OG0010278		XP_041539125.1		XP_059606205.1	XP_025452754.1				gene_00770.t1	gene_06267.t1	"gene_04670.t1, gene_10141.t1"	gene_08036.t1	gene_11227.t1	gene_04728.t1	gene_10771.t1	XP_026631325.1	
OG0010279		XP_041539269.1		XP_001388707.1			XP_035356217.1		gene_06737.t1	gene_08006.t1	gene_09936.t1	gene_07773.t1	gene_04424.t1	gene_01020.t1	gene_07683.t1	XP_026626119.1	XP_962679.1
OG0010280		XP_041539363.1		XP_001388802.1			XP_035356304.1	XP_025558422.1	gene_06768.t1	gene_00432.t1	gene_08345.t1	gene_07864.t1	gene_04473.t1	gene_00927.t1	gene_00649.t1		XP_963932.2
OG0010281		XP_041539376.1		XP_059599602.1		XP_025516269.1	XP_035356317.1		gene_11372.t1	gene_00419.t1	gene_08358.t1	gene_12070.t1	gene_04460.t1	gene_00914.t1	gene_00662.t1	XP_026621324.1	
OG0010282		XP_041539551.1		XP_001389051.1			XP_035356489.1		gene_02742.t1	gene_08931.t1	gene_08558.t1	gene_07342.t1	gene_00974.t1	gene_03252.t1	gene_00865.t1	XP_026630185.1	XP_964950.1
OG0010283		XP_041539602.1		XP_001389122.1	XP_025456102.1		XP_035356540.1		gene_02690.t1	gene_08876.t1	gene_08612.t1	gene_06568.t1	gene_00911.t1	gene_00261.t1	gene_00925.t1		XP_959828.2
OG0010284		XP_041540052.1		XP_001399604.1			XP_035356963.1		gene_09429.t1	gene_06125.t1	gene_05486.t1	gene_08223.t1	gene_06382.t1	gene_08053.t1	gene_07073.t1	XP_026623265.1	XP_963288.1
OG0010285		XP_041540054.1		XP_001399602.1			XP_035356965.1		gene_09427.t1	gene_06128.t1	gene_05483.t1	gene_08226.t1	gene_06385.t1	gene_08055.t1	gene_07075.t1	XP_026623263.1	XP_963242.2
OG0010286		XP_041540124.1		XP_001399513.1			XP_035357035.1		gene_07920.t1	gene_08390.t1	gene_11750.t1	gene_09976.t1	gene_06240.t1	gene_11361.t1	gene_07149.t1		"XP_011394134.1, XP_011394135.1"
OG0010287		XP_041540228.1		XP_001399393.3			XP_035357139.1		gene_07573.t1	gene_10724.t1	gene_03980.t1	gene_09507.t1	gene_06516.t1	gene_00430.t1	gene_06768.t1		"XP_011393949.1, XP_011393950.1"
OG0010288		XP_041540253.1		XP_059606024.1		XP_025517541.1	XP_035357166.1		gene_07548.t1	gene_09891.t1	gene_04330.t1	gene_09483.t1	gene_06539.t1	gene_00406.t1	gene_06747.t1		XP_955827.1
OG0010289		XP_041540324.1		XP_059606003.1			XP_035357238.1		gene_07472.t1	gene_07961.t1	gene_04252.t1	gene_06817.t1	gene_06613.t1	gene_00331.t1	gene_06667.t1	XP_026625206.1	XP_965080.1
OG0010290		XP_041540846.1		XP_001392794.1			XP_035359562.1		gene_00974.t1	gene_07561.t1	gene_03920.t1	gene_05580.t1	gene_11020.t1	gene_00734.t1	gene_05517.t1	XP_026631535.1	XP_956265.1
OG0010291		XP_041540927.1		XP_001392719.1			XP_035359630.1		gene_01050.t1	gene_07487.t1	gene_01908.t1	gene_05653.t1	gene_10947.t1	gene_12608.t1	gene_05589.t1	XP_026631618.1	XP_961233.1
OG0010292		XP_041541268.1	XP_025485496.1	XP_001392281.3			XP_035359974.1		gene_10149.t1	gene_05781.t1	gene_10256.t1	gene_06126.t1	gene_07081.t1	gene_04560.t1	gene_04404.t1		XP_962027.1
OG0010293		XP_041541612.1		XP_001398890.1			XP_035351208.1	XP_025565353.1	gene_12349.t1	gene_04402.t1	gene_00244.t1	gene_09715.t1	gene_01822.t1	gene_10219.t1	gene_01586.t1		XP_957323.2
OG0010294		XP_041541652.1		XP_059606587.1			XP_035351248.1	XP_025565394.1	gene_05043.t1	gene_04358.t1	gene_00202.t1	gene_12440.t1	gene_08870.t1	gene_12435.t1	gene_01544.t1		XP_965313.2
OG0010295		"XP_041541910.1, XP_041544013.1"		XP_059606908.1	XP_025448395.1			XP_025557491.1	"gene_03897.t1, gene_12719.t1"	gene_10279.t1		gene_12011.t1			gene_00336.t1	"XP_026619811.1, XP_026628954.1"	
OG0010296		"XP_041541928.1, XP_041543881.1, XP_041543923.1"			XP_025450442.1				gene_12972.t1		gene_01555.t1	"gene_12862.t1, gene_12947.t1"	gene_12736.t1	gene_13205.t1	gene_12907.t1	XP_026619443.1	
OG0010297		"XP_041541940.1, XP_041541993.1"	XP_025475397.1		XP_025448155.1					gene_00391.t1	gene_02097.t1	"gene_12994.t1, gene_13070.t1"	gene_12648.t1	gene_12634.t1	"gene_13097.t1, gene_13199.t1"		
OG0010298		XP_041541948.1		XP_059606934.1	"XP_025448161.1, XP_025448162.1"					"gene_00359.t1, gene_02235.t1"		gene_12925.t1	gene_12268.t1	gene_12356.t1	"gene_12560.t1, gene_12561.t1, gene_13204.t1"		
OG0010299		"XP_041541984.1, XP_041543941.1, XP_041544033.1"			XP_025448206.1				gene_12866.t1	gene_01974.t1	gene_01524.t1	"gene_12901.t1, gene_12939.t1"	gene_12555.t1	gene_13201.t1	gene_12926.t1		
OG0010300		XP_041542025.1		XP_059602876.1		XP_025511409.1	XP_035351501.1		gene_04764.t1	gene_11767.t1	gene_10755.t1	gene_10750.t1	gene_09143.t1	gene_07988.t1	gene_10794.t1	XP_026627714.1	
OG0010301		"XP_041542141.1, XP_041546838.1"	"XP_025475370.1, XP_025479395.1"		XP_025451354.1	"XP_025512294.1, XP_025517274.1"	"XP_035352268.1, XP_035362439.1"	XP_025557614.1		gene_09530.t1		gene_08846.t1					
OG0010302		XP_041542183.1	XP_025474279.1	XP_001393432.1	XP_025451008.1		XP_035362396.1		gene_07139.t1	gene_00845.t1	gene_07677.t1	gene_05361.t1	gene_05037.t1	gene_03664.t1	gene_10631.t1		
OG0010303		XP_041542214.1		XP_059605826.1	XP_025451045.1		XP_035362365.1		gene_07174.t1	gene_00808.t1	gene_05680.t1	gene_05400.t1	gene_04999.t1	gene_12203.t1	gene_07850.t1	XP_026625427.1	
OG0010304		XP_041542258.1		XP_059606200.1	XP_025452746.1	XP_025512404.1			gene_00777.t1	gene_06259.t1	gene_10133.t1	gene_08029.t1	gene_11219.t1	gene_04735.t1	gene_10763.t1	XP_026631333.1	
OG0010305		XP_041542280.1		XP_001390121.3	XP_025453139.1	XP_025512421.1		XP_025559760.1	gene_11756.t1	gene_03611.t1		gene_04766.t1	gene_07696.t1	gene_09938.t1	gene_05875.t1	XP_026620835.1	
OG0010306		XP_041542335.1		XP_001390188.1			XP_035362262.1	XP_025559816.1	gene_12475.t1	gene_03556.t1	gene_06753.t1	gene_12328.t1	gene_12305.t1	gene_12065.t1	gene_11909.t1		XP_955789.2
OG0010307		XP_041542446.1	XP_025482641.1			XP_025515687.1	XP_035362156.1	XP_025562897.1		gene_06945.t1	gene_06273.t1	gene_06386.t1	gene_04851.t1	gene_06115.t1	gene_07720.t1	XP_026625565.1	
OG0010308		XP_041542531.1	"XP_025481086.1, XP_025482507.1"	XP_001391075.3	XP_025448471.1	XP_025520650.1	XP_035362016.1			gene_11992.t1	gene_00535.t1		gene_12917.t1	gene_12992.t1	gene_06802.t1		
OG0010309		XP_041542612.1		XP_001393825.1	XP_025449401.1	XP_025520625.1			gene_06945.t1	gene_04643.t1	gene_05411.t1	gene_01343.t1	gene_07373.t1	gene_00866.t1	gene_04934.t1	XP_026625771.1	
OG0010310		XP_041542782.1	XP_025473981.1	XP_059602221.1			XP_035351587.1		gene_11913.t1	gene_09613.t1	gene_03125.t1	gene_02735.t1	gene_11721.t1	gene_09796.t1	gene_08062.t1	XP_026620733.1	
OG0010311		XP_041542791.1		XP_001400652.1	XP_025458947.1		XP_035351597.1		gene_11904.t1	gene_09622.t1	gene_03134.t1	gene_02744.t1	gene_11730.t1	gene_09805.t1	gene_08052.t1		XP_960554.3
OG0010312		XP_041542947.1	XP_025480314.1	XP_059604602.1	XP_025451866.1		XP_035351753.1		gene_01870.t1	gene_06813.t1	gene_03294.t1	gene_02904.t1	gene_09709.t1	gene_09161.t1	gene_07895.t1		
OG0010313		XP_041543042.1		XP_059602301.1	XP_025456647.1	XP_025510926.1	XP_035351844.1	XP_025566508.1	gene_01768.t1	gene_00587.t1		gene_03540.t1	gene_09608.t1	gene_03970.t1	gene_03392.t1		
OG0010314		XP_041543078.1		XP_059604643.1	XP_025456682.1	XP_025513947.1			gene_01734.t1	gene_00550.t1	gene_03431.t1	gene_03505.t1	gene_09573.t1	gene_03935.t1	gene_03427.t1	XP_026631132.1	
OG0010315		XP_041543253.1		XP_001401162.1		XP_025514121.1	XP_035352053.1		gene_01547.t1	gene_01636.t1	gene_03615.t1	gene_09527.t1	gene_09390.t1	gene_01344.t1	gene_03609.t1		XP_961315.2
OG0010316		XP_041543264.1	XP_025477278.1	XP_059602358.1	XP_025452155.1	XP_025514130.1			gene_01539.t1	gene_01645.t1	gene_03623.t1	gene_09535.t1	gene_09381.t1	gene_01352.t1	gene_03617.t1		
OG0010317		XP_041543421.1		XP_001401355.1	XP_025451976.1	XP_025514544.1			gene_12516.t1	gene_10429.t1	gene_05150.t1	gene_07666.t1	gene_09206.t1	gene_10606.t1	gene_12847.t1	XP_026620067.1	
OG0010318		XP_041543441.1		XP_001391183.1	XP_025460513.1				gene_08625.t1	gene_02361.t1	gene_05729.t1	gene_11872.t1	gene_01216.t1	gene_08778.t1	gene_04665.t1	XP_026624066.1	XP_960272.3
OG0010319		XP_041543443.1		XP_001391182.1	XP_025460512.1				gene_08626.t1	gene_02362.t1	gene_05730.t1	gene_11873.t1	gene_01215.t1	gene_08777.t1	gene_04666.t1	XP_026624067.1	XP_963808.3
OG0010320		XP_041543447.1		XP_059603558.1	XP_025453311.1				gene_12003.t1	"gene_11231.t1, gene_11232.t1"		gene_11667.t1	"gene_01807.t1, gene_01808.t1"	gene_11544.t1	gene_11983.t1	XP_026620612.1	
OG0010321		XP_041543551.1									gene_01240.t1	"gene_12596.t1, gene_12675.t1, gene_12976.t1, gene_13049.t1"	"gene_12193.t1, gene_12270.t1"	gene_12601.t1	"gene_12516.t1, gene_13156.t1"	XP_026620580.1	
OG0010322		XP_041543557.1						"XP_025557734.1, XP_025560880.1, XP_025560960.1"	gene_13150.t1		gene_00942.t1			"gene_12698.t1, gene_13115.t1"		"XP_026619159.1, XP_026619165.1, XP_026619320.1, XP_026619604.1"	
OG0010323		"XP_041543671.1, XP_041544019.1"		XP_059601881.1	XP_025448356.1			"XP_025560909.1, XP_025568968.1"	"gene_03838.t1, gene_12842.t1"		gene_04005.t1				gene_12267.t1	"XP_026619665.1, XP_026628896.1"	
OG0010324		XP_041543765.1				XP_025511729.1		"XP_025560828.1, XP_025564828.1"		gene_10288.t1	"gene_01815.t1, gene_01816.t1"	"gene_12495.t1, gene_12808.t1"	gene_11770.t1	"gene_12031.t1, gene_12599.t1"			
OG0010325		XP_041544022.1		XP_059601258.1	XP_025459813.1				gene_12841.t1	gene_00675.t1	gene_00060.t1	gene_12552.t1	gene_12688.t1	gene_12695.t1	"gene_12582.t1, gene_13033.t1"	XP_026619664.1	
OG0010326		XP_041544023.1		XP_059601257.1	XP_025459814.1				"gene_12309.t1, gene_12883.t1"	gene_00674.t1	gene_00059.t1	gene_12551.t1	"gene_12258.t1, gene_12689.t1"	gene_12696.t1	gene_12581.t1		
OG0010327		XP_041544117.1		XP_001396403.1		XP_025510037.1	XP_035361662.1		gene_09599.t1	gene_02127.t1	gene_10828.t1	gene_02387.t1	gene_09901.t1	gene_04351.t1	gene_09437.t1	XP_026622876.1	
OG0010328		XP_041544287.1			XP_025456524.1		XP_035361500.1		gene_10736.t1	gene_01140.t1	gene_02365.t1	gene_01699.t1	gene_07903.t1	gene_10435.t1	gene_11697.t1		"XP_011394682.1, XP_011394683.1"
OG0010329		XP_041544744.1	XP_025481802.1	XP_059603588.1	XP_025457616.1		XP_035353819.1		gene_00547.t1	gene_12129.t1	gene_05209.t1	gene_04461.t1	gene_05967.t1	gene_02733.t1	gene_02693.t1		
OG0010330		XP_041544803.1		XP_001401732.1			XP_035353873.1		gene_00604.t1	gene_02480.t1	gene_08267.t1	gene_03292.t1	gene_06027.t1	gene_02673.t1	gene_02637.t1	XP_026632626.1	XP_965627.1
OG0010331		XP_041544835.1		XP_001401772.1			XP_035353903.1		gene_00634.t1	gene_02516.t1	gene_08234.t1	gene_03259.t1	gene_06059.t1	gene_02642.t1	gene_02607.t1	XP_026632662.1	XP_964461.1
OG0010332		XP_041545163.1		XP_059605817.1	XP_025451032.1	XP_025513676.1			gene_07163.t1	gene_00820.t1		gene_05387.t1	gene_05012.t1	gene_12215.t1	gene_07860.t1	XP_026625416.1	XP_961763.3
OG0010333		XP_041545174.1		XP_001393078.1	XP_025452784.1	XP_025513689.1			gene_12391.t1	gene_06292.t1	gene_10160.t1	gene_08062.t1	gene_03241.t1	gene_07629.t1	gene_09092.t1	XP_026620212.1	
OG0010334		XP_041545175.1		XP_059603322.1	XP_025455542.1	XP_025513690.1			gene_06401.t1	gene_01360.t1	gene_07035.t1	gene_02631.t1	gene_03323.t1	gene_12942.t1	gene_10145.t1	XP_026626341.1	
OG0010335		XP_041545193.1	XP_025480561.1			XP_025513710.1	XP_035359349.1	XP_025564429.1	gene_07987.t1	gene_06322.t1	gene_06069.t1		gene_03218.t1	gene_07651.t1	gene_09122.t1	XP_026624486.1	
OG0010336		XP_041545195.1	XP_025480558.1			XP_025513713.1	XP_035359346.1	XP_025564430.1	gene_07990.t1	gene_06325.t1	gene_06072.t1		gene_03215.t1	gene_07654.t1	gene_09125.t1	XP_026624489.1	
OG0010337		XP_041545253.1		XP_001393140.3	XP_025452849.1		XP_035359311.1		gene_08028.t1	gene_09297.t1	gene_11386.t1	gene_10628.t1	gene_03177.t1	gene_04800.t1	gene_09161.t1		XP_957674.3
OG0010338		XP_041545488.1		XP_059605305.1	XP_025454581.1	XP_025509897.1	XP_035359088.1		gene_08809.t1	gene_09364.t1	gene_11609.t1	gene_05241.t1	gene_12878.t1	gene_10143.t1	gene_06847.t1		
OG0010339		XP_041545494.1		XP_001391036.3	XP_025454572.1	XP_025509563.1			gene_08818.t1	gene_09355.t1	gene_11618.t1	gene_05250.t1	gene_12888.t1	gene_10133.t1	gene_06838.t1	XP_026623921.1	
OG0010340		XP_041545620.1	XP_025476852.1	XP_059602622.1		XP_025511356.1			gene_08358.t1	gene_02796.t1	gene_12129.t1	gene_00739.t1	gene_06946.t1	"gene_05294.t1, gene_05295.t1"	gene_03906.t1		
OG0010341		XP_041545666.1	XP_025476796.1	XP_001397132.3			XP_035353388.1		gene_11680.t1	gene_02851.t1	gene_12184.t1	gene_00796.t1	gene_07004.t1	gene_03073.t1	gene_03958.t1		XP_956141.2
OG0010342		XP_041546164.1		XP_001396559.1			XP_035352925.1		gene_01949.t1	gene_11426.t1	gene_06706.t1	gene_00924.t1	gene_08490.t1	gene_10960.t1	gene_09962.t1		"XP_011394479.1, XP_011394480.1"
OG0010343		XP_041546195.1			XP_025454269.1		XP_035352899.1		gene_04364.t1	gene_07103.t1	gene_10915.t1	gene_04087.t1	gene_11704.t1	gene_10463.t1	gene_10440.t1	XP_026628692.1	XP_956573.1
OG0010344		XP_041546267.1		XP_059600761.1		XP_025509773.1	XP_035352831.1		gene_04290.t1	gene_07652.t1	gene_00625.t1	gene_04008.t1	gene_11628.t1	"gene_09835.t1, gene_09836.t1"	gene_10516.t1		
OG0010345		XP_041546414.1		XP_001395596.1	XP_025448756.1	XP_025516959.1			gene_04127.t1	gene_04786.t1	gene_00796.t1	gene_09376.t1	gene_11465.t1	gene_11281.t1	gene_09564.t1	XP_026628447.1	
OG0010346		XP_041546425.1		XP_059604475.1	XP_025448724.1				gene_04108.t1	gene_04805.t1	"gene_00814.t1, gene_00815.t1"	gene_09396.t1	gene_11446.t1	gene_12072.t1	gene_09546.t1	XP_026628430.1	
OG0010347		XP_041546520.1		XP_001391033.3	XP_025454575.1				gene_08814.t1	gene_09359.t1	gene_11614.t1	gene_05246.t1	gene_12884.t1	gene_10137.t1	gene_06842.t1	XP_026623919.1	XP_959741.2
OG0010348		XP_041546768.1			XP_025451286.1			XP_025560993.1	gene_11272.t1	gene_06609.t1	gene_04520.t1	gene_10320.t1	gene_08602.t1	gene_07307.t1	gene_00013.t1	"XP_026621408.1, XP_026621409.1"	
OG0010349		XP_041547342.1		XP_059604804.1			XP_035360773.1	XP_025565924.1	gene_05108.t1	gene_03901.t1	gene_10939.t1	gene_08676.t1	gene_03746.t1	gene_11971.t1	gene_05134.t1		XP_962811.1
OG0010350		XP_041547550.1		XP_059602781.1	XP_025459252.1	XP_025514454.1	XP_035360975.1		gene_11461.t1	gene_06416.t1	gene_11921.t1	gene_06482.t1	gene_11925.t1	gene_09623.t1	gene_09873.t1		
OG0010351		XP_041547769.1		XP_001393494.1	XP_025451066.1	XP_025512383.1			gene_07190.t1	gene_00792.t1	gene_05662.t1	gene_05416.t1	gene_04982.t1	gene_08615.t1	gene_07834.t1	XP_026625445.1	
OG0010352		XP_041547827.1		XP_001399374.1	XP_025460360.1		XP_035361139.1		gene_07558.t1	gene_10738.t1	gene_04341.t1	gene_09492.t1	gene_06530.t1	gene_00415.t1	gene_06755.t1	XP_026625300.1	
OG0010353		XP_041548302.1		XP_001395257.1	XP_025451731.1	XP_025515306.1				gene_08534.t1	gene_07904.t1	"gene_00484.t1, gene_03546.t1"	gene_10372.t1	gene_08898.t1			"XP_011393080.1, XP_011393081.1"
OG0010354		"XP_041548330.1, XP_041548331.1"				XP_025515265.1	XP_035357703.1	"XP_025561444.1, XP_025561445.1"	gene_09742.t1	gene_01992.t1			gene_09766.t1	gene_07015.t1	gene_12201.t1	XP_026623011.1	
OG0010355		XP_041548333.1		XP_001389550.1	XP_025455541.1	XP_025515279.1			gene_06400.t1	gene_01361.t1	gene_07036.t1	gene_02632.t1	gene_03324.t1	gene_12943.t1	gene_10146.t1	XP_026626340.1	
OG0010356		XP_041548334.1		XP_059603323.1	XP_025455540.1	XP_025515278.1			gene_06399.t1	gene_01362.t1	gene_07037.t1	gene_02633.t1	gene_03325.t1	gene_05414.t1	gene_10147.t1	XP_026626339.1	
OG0010357		XP_041548644.1		XP_059604317.1	XP_025459847.1		XP_035358007.1	XP_025568921.1	gene_03557.t1		gene_07751.t1	gene_08279.t1	gene_02931.t1	gene_02489.t1		XP_026629360.1	XP_958465.2
OG0010358		XP_041548975.1		XP_059601753.1			XP_035354728.1		gene_03682.t1	gene_08170.t1	gene_10054.t1	gene_00601.t1	gene_10253.t1	gene_01193.t1	gene_00452.t1		"XP_011395203.1, XP_011395204.1"
OG0010359		XP_041549071.1		XP_001395239.3			XP_035354638.1	XP_025561589.1	gene_03782.t1	gene_08550.t1	gene_07923.t1	gene_00501.t1	gene_10352.t1	gene_08878.t1	gene_00352.t1		XP_959418.1
OG0010360		XP_041549076.1	XP_025474813.1	XP_001395244.1			XP_035354633.1	XP_025561594.1	gene_03787.t1	gene_08545.t1	gene_07918.t1	gene_00496.t1	gene_10357.t1	gene_08883.t1	gene_00347.t1		
OG0010361		XP_041549242.1		XP_059600781.1	XP_025453671.1	XP_025511651.1	XP_035354465.1			gene_03436.t1	gene_06586.t1	gene_05769.t1	gene_10563.t1	gene_11513.t1	gene_01246.t1		XP_960142.1
OG0010362		XP_041549351.1		XP_059601998.1	XP_025451397.1	XP_025509611.1			gene_10632.t1	gene_09577.t1	gene_04636.t1	gene_08895.t1	gene_13036.t1	gene_06920.t1	gene_11202.t1	XP_026622054.1	
OG0010363		XP_041549353.1		XP_059602000.1	XP_025451398.1	XP_025509612.1			gene_10634.t1	gene_09579.t1	gene_04638.t1	gene_08897.t1	gene_13038.t1	gene_06922.t1	gene_11200.t1	XP_026622056.1	
OG0010364		XP_041549354.1		XP_001396133.3	XP_025451407.1	XP_025509613.1			gene_10641.t1	gene_09586.t1	gene_04646.t1	gene_08903.t1	gene_13045.t1	gene_06929.t1	gene_11193.t1	XP_026622063.1	
OG0010365		XP_041549355.1		XP_059602008.1	XP_025451409.1	XP_025509616.1			gene_10642.t1	gene_09587.t1	gene_04647.t1	gene_08904.t1	gene_13046.t1	gene_11957.t1	gene_11192.t1	XP_026622065.1	
OG0010366		XP_041549357.1		XP_059602010.1	XP_025451411.1	XP_025509618.1			gene_10644.t1	gene_09589.t1	gene_04649.t1	gene_08906.t1	gene_13048.t1	gene_11955.t1	gene_11190.t1	XP_026622067.1	
OG0010367		XP_041549359.1		XP_059602012.1	XP_025451415.1	XP_025509620.1			gene_10646.t1	gene_09591.t1	gene_04651.t1	gene_12359.t1	gene_13051.t1	gene_11952.t1	gene_12600.t1	XP_026622070.1	
OG0010368			XP_025473659.1	XP_059601789.1	XP_025451691.1	XP_025511906.1			gene_03755.t1	gene_08097.t1	gene_07948.t1	gene_00528.t1	gene_10326.t1	gene_01119.t1	gene_00378.t1	XP_026628821.1	
OG0010369			XP_025473749.1			XP_025512498.1		XP_025560972.1	"gene_12296.t1, gene_12845.t1, gene_12947.t1"		"gene_02325.t1, gene_02326.t1"	gene_12262.t1		gene_11783.t1	"gene_12904.t1, gene_13071.t1"		
OG0010370			XP_025475027.1	XP_059601114.1	XP_025454464.1	XP_025518695.1		XP_025558703.1		gene_11861.t1	gene_04413.t1	gene_11183.t1	gene_12576.t1	gene_11594.t1	gene_09695.t1	XP_026619686.1	
OG0010371			XP_025475105.1	XP_059600272.1	XP_025453123.1			XP_025559777.1	gene_11771.t1	gene_03597.t1	gene_06795.t1	gene_04779.t1	gene_07683.t1	gene_08940.t1	gene_11869.t1	XP_026620850.1	
OG0010372			XP_025479127.1			XP_025514557.1	XP_035361789.1	XP_025558363.1	gene_09750.t1	gene_01985.t1	gene_08880.t1	gene_02246.t1	gene_09758.t1	gene_07023.t1		XP_026623019.1	XP_965652.1
OG0010373			XP_025479213.1			XP_025514654.1	XP_035361099.1	"XP_025558267.1, XP_025558271.1"	gene_04476.t1		gene_01740.t1	gene_08499.t1	gene_00124.t1	gene_07026.t1	gene_10207.t1	XP_026628112.1	
OG0010374			"XP_025481583.1, XP_025485441.1"	XP_059599944.1	XP_025460956.1				gene_07861.t1	gene_06144.t1	gene_05466.t1	gene_08243.t1	gene_06401.t1	gene_08071.t1	gene_07091.t1	XP_026624732.1	
OG0010375			XP_025482584.1	XP_059606281.1	XP_025459045.1	XP_025521591.1		XP_025562958.1		gene_06871.t1	gene_06348.t1	gene_01437.t1	gene_07465.t1	gene_02788.t1	gene_05029.t1	XP_026625867.1	
OG0010376			XP_025483123.1	XP_001388568.1	XP_025450389.1	XP_025511377.1		XP_025565675.1		gene_10396.t1	"gene_09451.t1, gene_10787.t1"	gene_12388.t1	gene_04296.t1	gene_11020.t1	gene_07552.t1		
OG0010377				XP_001393535.1	XP_025459199.1				gene_07224.t1	gene_00748.t1	gene_05628.t1	gene_06299.t1	gene_04936.t1	gene_06031.t1	"gene_07267.t1, gene_07803.t1"	"XP_026619660.1, XP_026625477.1"	
OG0010378				XP_001394686.1	XP_025459900.1		XP_035357951.1	XP_025569010.1	gene_03508.t1	gene_05603.t1	gene_07798.t1	gene_11180.t1	gene_02879.t1	gene_08124.t1	gene_07326.t1	XP_026629311.1	
OG0010379				XP_001395306.1	XP_025453800.1				gene_03858.t1	gene_08493.t1	gene_11812.t1	gene_00445.t1	gene_10433.t1	gene_12131.t1	gene_00299.t1	XP_026628917.1	"XP_011393497.1, XP_011393498.1"
OG0010380				XP_001395714.1	XP_025449086.1				"gene_09161.t1, gene_10929.t1"	gene_05914.t1		"gene_04153.t1, gene_11340.t1"	gene_08690.t1	gene_12733.t1	gene_00260.t1	"XP_026621703.1, XP_026623302.1"	
OG0010381				XP_001395715.1	XP_025449085.1			XP_025563323.1	"gene_09162.t1, gene_10941.t1"	gene_05915.t1		gene_04154.t1	gene_08691.t1	gene_12732.t1	gene_00259.t1	"XP_026621714.1, XP_026623303.1"	
OG0010382				XP_001397038.3	XP_025453429.1			XP_025560706.1	gene_02361.t1	gene_02934.t1	gene_12270.t1	gene_00876.t1	gene_08074.t1	gene_03157.t1	gene_04048.t1	XP_026630748.1	XP_958167.1
OG0010383				XP_001398278.3	XP_025452891.1		XP_035361149.1	XP_025558221.1	gene_04530.t1	gene_10116.t1	gene_01691.t1	gene_08550.t1	gene_00177.t1	gene_07080.t1	gene_06301.t1	XP_026628163.1	
OG0010384				XP_001398567.1	XP_025453867.1	XP_025512250.1			gene_04795.t1	gene_11737.t1	"gene_02506.t1, gene_10726.t1"	gene_08813.t1	gene_09113.t1	gene_07958.t1	gene_10825.t1	XP_026627749.1	
OG0010385				XP_001401479.1	XP_025451123.1				gene_05558.t1	gene_12314.t1	gene_09150.t1	"gene_11644.t1, gene_12084.t1"	gene_05218.t1	"gene_05308.t1, gene_11944.t1"	gene_02883.t1	XP_026627227.1	
OG0010386				XP_059602518.1	XP_025452197.1	XP_025509702.1		XP_025561039.1	gene_02230.t1	gene_03064.t1	gene_05867.t1	gene_01206.t1	gene_08212.t1	gene_07929.t1	gene_05790.t1	XP_026630619.1	
OG0010387				XP_059603053.1	XP_025450397.1		XP_035362486.1		gene_06539.t1	gene_10404.t1	gene_09459.t1	gene_12204.t1	gene_04288.t1	gene_12463.t1	gene_07544.t1	XP_026625924.1	XP_961667.3
OG0010388				XP_059603896.1	XP_025457232.1			XP_025557203.1	gene_01386.t1	"gene_07149.t1, gene_07150.t1"	gene_07895.t1	gene_10237.t1	gene_10612.t1	gene_01406.t1		"XP_026631964.1, XP_026631965.1"	
